Time	Cache_id	cache_time	no	cache_next	cache_occurance
34:46.4	10	283141	1573	1602	60
37:46.4	6	283321	1574	1599	76
40:46.4	19	283501	1575	1729	32
43:46.4	2	283681	1576	1580	458
46:46.4	4	283861	1577	1607	124
49:46.4	11	284041	1578	1583	46
52:46.4	3	284221	1579	1585	214
55:46.4	2	284401	1580	1581	459
58:46.4	2	284581	1581	1584	460
01:46.4	12	284761	1582	1623	41
04:46.4	11	284941	1583	1591	47
07:46.4	2	285121	1584	1589	461
10:46.4	3	285301	1585	1586	215
13:46.4	3	285481	1586	1595	216
16:46.4	8	285661	1587	1630	52
19:46.4	5	285841	1588	1606	98
22:46.4	2	286021	1589	1590	462
25:46.4	2	286201	1590	1593	463
28:46.4	11	286381	1591	1612	48
31:46.4	9	286561	1592	1633	35
34:46.4	2	286741	1593	1594	464
37:46.4	2	286921	1594	1597	465
40:46.4	3	287101	1595	1596	217
43:46.4	3	287281	1596	1598	218
46:46.4	2	287461	1597	1603	466
49:46.4	3	287641	1598	1622	219
52:46.4	6	287821	1599	1628	77
55:46.4	20	288001	1600	1626	31
58:46.4	1	288181	1601	1660	33
01:46.4	10	288361	1602	1741	61
04:46.4	2	288541	1603	1604	467
07:46.4	2	288721	1604	1605	468
10:46.4	2	288901	1605	1609	469
13:46.4	5	289081	1606	1661	99
16:46.4	4	289261	1607	1616	125
19:46.4	16	289441	1608	1619	34
22:46.4	2	289621	1609	1610	470
25:46.4	2	289801	1610	1611	471
28:46.4	2	289981	1611	1615	472
31:46.4	11	290161	1612	1689	49
34:46.4	18	290341	1613	1703	35
37:46.4	15	290521	1614	1617	48
40:46.4	2	290701	1615	1618	473
43:46.4	4	290881	1616	1625	126
46:46.4	15	291061	1617	1629	49
49:46.4	2	291241	1618	1620	474
52:46.4	16	291421	1619	1648	35
55:46.4	2	291601	1620	1627	475
58:46.4	13	291781	1621	1643	38
01:46.4	3	291961	1622	1624	220
04:46.4	12	292141	1623	1651	42
07:46.4	3	292321	1624	1634	221
10:46.4	4	292501	1625	1632	127
13:46.4	20	292681	1626	1715	32
16:46.4	2	292861	1627	1631	476
19:46.4	6	293041	1628	1646	78
22:46.4	15	293221	1629	1688	50
25:46.4	8	293401	1630	1641	53
28:46.4	2	293581	1631	1636	477
31:46.4	4	293761	1632	1640	128
34:46.4	9	293941	1633	1698	36
37:46.4	3	294121	1634	1637	222
40:46.4	14	294301	1635	1644	36
43:46.4	2	294481	1636	1642	478
46:46.4	3	294661	1637	1638	223
49:46.4	3	294841	1638	1639	224
52:46.4	3	295021	1639	1652	225
55:46.4	4	295201	1640	1647	129
58:46.4	8	295381	1641	1674	54
01:46.4	2	295561	1642	1649	479
04:46.4	13	295741	1643	1655	39
07:46.4	14	295921	1644	1667	37
10:46.4	17	296101	1645	1656	33
13:46.4	6	296281	1646	1653	79
16:46.4	4	296461	1647	1662	130
19:46.4	16	296641	1648	1684	36
22:46.4	2	296821	1649	1650	480
25:46.4	2	297001	1650	1657	481
28:46.4	12	297181	1651	1654	43
31:46.4	3	297361	1652	1663	226
34:46.4	6	297541	1653	1702	80
37:46.4	12	297721	1654	1691	44
40:46.4	13	297901	1655	1683	40
43:46.4	17	298081	1656	1758	34
46:46.4	2	298261	1657	1658	482
49:46.4	2	298441	1658	1659	483
52:46.4	2	298621	1659	1668	484
55:46.4	1	298801	1660	1760	34
58:46.4	5	298981	1661	1665	100
01:46.4	4	299161	1662	1664	131
04:46.4	3	299341	1663	1666	227
07:46.4	4	299521	1664	1671	132
10:46.4	5	299701	1665	1682	101
13:46.4	3	299881	1666	1673	228
16:46.4	14	300061	1667	1690	38
19:46.4	2	300241	1668	1669	485
22:46.4	2	300421	1669	1670	486
25:46.4	2	300601	1670	1672	487
28:46.4	4	300781	1671	1676	133
31:46.4	2	300961	1672	1678	488
34:46.4	3	301141	1673	1675	229
37:46.4	8	301321	1674	1677	55
40:46.4	3	301501	1675	1695	230
43:46.4	4	301681	1676	1679	134
46:46.4	8	301861	1677	1699	56
49:46.4	2	302041	1678	1680	489
52:46.4	4	302221	1679	1681	135
55:46.4	2	302401	1680	1692	490
58:46.4	4	302581	1681	1686	136
01:46.4	5	302761	1682	1685	102
04:46.4	13	302941	1683	1767	41
07:46.4	16	303121	1684	1764	37
10:46.4	5	303301	1685	1687	103
13:46.4	4	303481	1686	1707	137
16:46.4	5	303661	1687	1700	104
19:46.4	15	303841	1688	1697	51
22:46.4	11	304021	1689	1708	50
25:46.4	14	304201	1690	1694	39
28:46.4	12	304381	1691	1781	45
31:46.4	2	304561	1692	1693	491
34:46.4	2	304741	1693	1704	492
37:46.4	14	304921	1694	1736	40
40:46.4	3	305101	1695	1696	231
43:46.4	3	305281	1696	1730	232
46:46.4	15	305461	1697	1705	52
49:46.4	9	305641	1698	1753	37
52:46.4	8	305821	1699	1722	57
55:46.4	5	306001	1700	1714	105
58:46.4	7	306181	1701	1710	69
01:46.4	6	306361	1702	1724	81
04:46.4	18	306541	1703	1733	36
07:46.4	2	306721	1704	1706	493
10:46.4	15	306901	1705	1765	53
13:46.4	2	307081	1706	1709	494
16:46.4	4	307261	1707	1712	138
19:46.4	11	307441	1708	1750	51
22:46.4	2	307621	1709	1711	495
25:46.4	7	307801	1710	1751	70
28:46.4	2	307981	1711	1713	496
31:46.4	4	308161	1712	1716	139
34:46.4	2	308341	1713	1717	497
37:46.4	5	308521	1714	1743	106
40:46.4	20	308701	1715	1748	33
43:46.4	4	308881	1716	1718	140
46:46.4	2	309061	1717	1719	498
49:46.4	4	309241	1718	1725	141
52:46.4	2	309421	1719	1720	499
55:46.4	2	309601	1720	1721	500
58:46.4	2	309781	1721	1723	501
01:46.4	8	309961	1722	1726	58
04:46.4	2	310141	1723	1728	502
07:46.4	6	310321	1724	1749	82
10:46.4	4	310501	1725	1746	142
13:46.4	8	310681	1726	1727	59
16:46.4	8	310861	1727	1735	60
19:46.4	2	311041	1728	1731	503
22:46.4	19	311221	1729	1794	33
25:46.4	3	311401	1730	1732	233
28:46.4	2	311581	1731	1737	504
31:46.4	3	311761	1732	1734	234
34:46.4	18	311941	1733	1809	37
37:46.4	3	312121	1734	1761	235
40:46.4	8	312301	1735	1740	61
43:46.4	14	312481	1736	1747	41
46:46.4	2	312661	1737	1738	505
49:46.4	2	312841	1738	1739	506
52:46.4	2	313021	1739	1742	507
55:46.4	8	313201	1740	1773	62
58:46.4	10	313381	1741	1763	62
01:46.4	2	313561	1742	1744	508
04:46.4	5	313741	1743	1756	107
07:46.4	2	313921	1744	1745	509
10:46.4	2	314101	1745	1754	510
13:46.4	4	314281	1746	1752	143
16:46.4	14	314461	1747	1879	42
19:46.4	20	314641	1748	1774	34
22:46.4	6	314821	1749	1759	83
25:46.4	11	315001	1750	1791	52
28:46.4	7	315181	1751	1755	71
31:46.4	4	315361	1752	1811	144
34:46.4	9	315541	1753	1844	38
37:46.4	2	315721	1754	1757	511
40:46.4	7	315901	1755	1785	72
43:46.4	5	316081	1756	1769	108
46:46.4	2	316261	1757	1766	512
49:46.4	17	316441	1758	1770	35
52:46.4	6	316621	1759	1790	84
55:46.4	1	316801	1760	1783	35
58:46.4	3	316981	1761	1762	236
01:46.4	3	317161	1762	1768	237
04:46.4	10	317341	1763	1777	63
07:46.4	16	317521	1764	1779	38
10:46.4	15	317701	1765	1780	54
13:46.4	2	317881	1766	1771	513
16:46.4	13	318061	1767	1838	42
19:46.4	3	318241	1768	1776	238
22:46.4	5	318421	1769	1814	109
25:46.4	17	318601	1770	1787	36
28:46.4	2	318781	1771	1772	514
31:46.4	2	318961	1772	1775	515
34:46.4	8	319141	1773	1778	63
37:46.4	20	319321	1774	1797	35
40:46.4	2	319501	1775	1782	516
43:46.4	3	319681	1776	1784	239
46:46.4	10	319861	1777	1815	64
49:46.4	8	320041	1778	1819	64
52:46.4	16	320221	1779	1820	39
55:46.4	15	320401	1780	1788	55
58:46.4	12	320581	1781	1805	46
01:46.4	2	320761	1782	1786	517
04:46.4	1	320941	1783	1832	36
07:46.4	3	321121	1784	1796	240
10:46.4	7	321301	1785	1789	73
13:46.4	2	321481	1786	1792	518
16:46.4	17	321661	1787	1971	37
19:46.4	15	321841	1788	1840	56
22:46.4	7	322021	1789	1800	74
25:46.4	6	322201	1790	1813	85
28:46.4	11	322381	1791	1830	53
31:46.4	2	322561	1792	1793	519
34:46.4	2	322741	1793	1795	520
37:46.4	19	322921	1794	1856	34
40:46.4	2	323101	1795	1798	521
43:46.4	3	323281	1796	1801	241
46:46.4	20	323461	1797	1828	36
49:46.4	2	323641	1798	1799	522
52:46.4	2	323821	1799	1803	523
55:46.4	7	324001	1800	1860	75
58:46.4	3	324181	1801	1802	242
01:46.4	3	324361	1802	1807	243
04:46.4	2	324541	1803	1804	524
07:46.4	2	324721	1804	1806	525
10:46.4	12	324901	1805	1837	47
13:46.4	2	325081	1806	1808	526
16:46.4	3	325261	1807	1816	244
19:46.4	2	325441	1808	1810	527
22:46.4	18	325621	1809	1869	38
25:46.4	2	325801	1810	1812	528
28:46.4	4	325981	1811	1821	145
31:46.4	2	326161	1812	1818	529
34:46.4	6	326341	1813	1835	86
37:46.4	5	326521	1814	1817	110
40:46.4	10	326701	1815	1852	65
43:46.4	3	326881	1816	1829	245
46:46.4	5	327061	1817	1831	111
49:46.4	2	327241	1818	1823	530
52:46.4	8	327421	1819	1822	65
55:46.4	16	327601	1820	1859	40
58:46.4	4	327781	1821	1827	146
01:46.4	8	327961	1822	1825	66
04:46.4	2	328141	1823	1824	531
07:46.4	2	328321	1824	1833	532
10:46.4	8	328501	1825	1826	67
13:46.4	8	328681	1826	1893	68
16:46.4	4	328861	1827	1841	147
19:46.4	20	329041	1828	1905	37
22:46.4	3	329221	1829	1842	246
25:46.4	11	329401	1830	1843	54
28:46.4	5	329581	1831	1839	112
31:46.4	1	329761	1832	1836	37
34:46.4	2	329941	1833	1834	533
37:46.4	2	330121	1834	1845	534
40:46.4	6	330301	1835	1849	87
43:46.4	1	330481	1836	1890	38
46:46.4	12	330661	1837	1904	48
49:46.4	13	330841	1838	1896	43
52:46.4	5	331021	1839	1848	113
55:46.4	15	331201	1840	1861	57
58:46.4	4	331381	1841	1853	148
01:46.4	3	331561	1842	1863	247
04:46.4	11	331741	1843	1915	55
07:46.4	9	331921	1844	1854	39
10:46.4	2	332101	1845	1846	535
13:46.4	2	332281	1846	1847	536
16:46.4	2	332461	1847	1850	537
19:46.4	5	332641	1848	1886	114
22:46.4	6	332821	1849	1857	88
25:46.4	2	333001	1850	1851	538
28:46.4	2	333181	1851	1855	539
31:46.4	10	333361	1852	1858	66
34:46.4	4	333541	1853	1875	149
37:46.4	9	333721	1854	1902	40
40:46.4	2	333901	1855	1868	540
43:46.4	19	334081	1856	1941	35
46:46.4	6	334261	1857	1862	89
49:46.4	10	334441	1858	1895	67
52:46.4	16	334621	1859	1866	41
55:46.4	7	334801	1860	1912	76
58:46.4	15	334981	1861	1897	58
01:46.4	6	335161	1862	1867	90
04:46.4	3	335341	1863	1864	248
07:46.4	3	335521	1864	1865	249
10:46.4	3	335701	1865	1877	250
13:46.4	16	335881	1866	1870	42
16:46.4	6	336061	1867	1874	91
19:46.4	2	336241	1868	1871	541
22:46.4	18	336421	1869	1932	39
25:46.4	16	336601	1870	1873	43
28:46.4	2	336781	1871	1872	542
31:46.4	2	336961	1872	1876	543
34:46.4	16	337141	1873	1922	44
37:46.4	6	337321	1874	1907	92
40:46.4	4	337501	1875	1921	150
43:46.4	2	337681	1876	1878	544
46:46.4	3	337861	1877	1887	251
49:46.4	2	338041	1878	1880	545
52:46.4	14	338221	1879	1892	43
55:46.4	2	338401	1880	1881	546
58:46.4	2	338581	1881	1882	547
01:46.4	2	338761	1882	1883	548
04:46.4	2	338941	1883	1884	549
07:46.4	2	339121	1884	1885	550
10:46.4	2	339301	1885	1889	551
13:46.4	5	339481	1886	1888	115
16:46.4	3	339661	1887	1906	252
19:46.4	5	339841	1888	1900	116
22:46.4	2	340021	1889	1891	552
25:46.4	1	340201	1890	1894	39
28:46.4	2	340381	1891	1899	553
31:46.4	14	340561	1892	1909	44
34:46.4	8	340741	1893	1927	69
37:46.4	1	340921	1894	1983	40
40:46.4	10	341101	1895	1898	68
43:46.4	13	341281	1896	1911	44
46:46.4	15	341461	1897	1923	59
49:46.4	10	341641	1898	1903	69
52:46.4	2	341821	1899	1901	554
55:46.4	5	342001	1900	1925	117
58:46.4	2	342181	1901	1910	555
